iso,country,date,grocery_pharmacy,parks,residential,retail_recreation,transit_stations,workplaces,total_cases,fatalities
SA,Saudi Arabia,2020-03-28,-24.083,-59.31,18.954,-56.103,-77.019,-31.049,1203,4
SA,Saudi Arabia,2020-03-29,-23.631,-49.287,22.682,-53.965,-74.545,-45.245,1299,8
SA,Saudi Arabia,2020-03-30,-26.406,-50.766,22.239,-55.552,-74.581,-46.273,1453,8
SA,Saudi Arabia,2020-03-31,-25.977,-51.912,22.069,-55.431,-74.156,-46.026,1563,10
SA,Saudi Arabia,2020-04-01,-26.039,-52.289,22.431,-55.575,-74.479,-46.035,1720,16
SA,Saudi Arabia,2020-04-02,-25.73,-60.591,25.672,-56.651,-76.746,-45.969,1885,21
SA,Saudi Arabia,2020-04-03,-31.971,-74.366,21.148,-66.364,-82.871,-40.286,2039,25
SA,Saudi Arabia,2020-04-04,-27.642,-61.355,20.198,-58.138,-78.23,-33.69,2179,29
SA,Saudi Arabia,2020-04-05,-24.123,-51.591,23.317,-54.668,-75.557,-46.813,2402,34
SE,Sweden,2020-02-23,0.062,23.363,-0.134,1.915,0.253,-0.562,1,0
SE,Sweden,2020-02-24,0.375,23.505,0.779,1.708,-3.112,-4.34,1,0
SE,Sweden,2020-02-25,8.763,8.364,0.655,8.125,-2.542,-3.839,1,0
SE,Sweden,2020-02-26,1.911,4.296,0.925,4.846,-4.982,-4.279,2,0
SE,Sweden,2020-02-27,4.082,10.358,0.914,7.368,-2.477,-5.031,7,0
SE,Sweden,2020-02-28,1.641,16.058,0.995,6.662,-0.957,-6.219,7,0
SE,Sweden,2020-02-29,3.562,8.137,-0.152,7.674,4.534,0.197,12,0
SE,Sweden,2020-03-01,-2.104,-6.903,0.744,-0.767,-5.549,-2.447,14,0
SE,Sweden,2020-03-02,1.999,10.105,0.911,1.104,-2.849,-1.948,15,0
SE,Sweden,2020-03-03,1.876,4.864,0.846,0.094,-4.141,-1.595,21,0
SE,Sweden,2020-03-04,-0.551,-2.169,1.418,-2.356,-5.28,-1.837,35,0
SE,Sweden,2020-03-05,2.529,7.628,0.996,0.476,-3.675,-1.723,94,0
SE,Sweden,2020-03-06,1.301,23.907,0.989,2.201,-0.751,-2.032,101,0
SE,Sweden,2020-03-07,3.895,35.973,0.048,4.997,5.878,0.331,161,0
SE,Sweden,2020-03-08,-1.884,-0.255,0.507,0.792,-5.76,-1.346,203,0
SE,Sweden,2020-03-09,0.247,8.197,1.119,-2.211,-4.773,-0.391,248,0
SE,Sweden,2020-03-10,0.639,3.182,1.063,-3.581,-5.745,0.233,355,0
SE,Sweden,2020-03-11,3.979,9.571,1.584,-4.353,-7.328,-1.252,500,1
SE,Sweden,2020-03-12,11.166,-16.539,3.826,-11.556,-15.838,-4.452,599,1
SE,Sweden,2020-03-13,7.996,-3.548,5.696,-13.089,-19.419,-9.541,814,1
SE,Sweden,2020-03-14,9.203,58.782,3.434,-16.599,-13.36,-5.732,961,2
SE,Sweden,2020-03-15,-1.927,-15.052,4.522,-24.901,-30.237,-9.894,1022,3
SE,Sweden,2020-03-16,3.114,10.755,7.637,-18.543,-25.204,-16.707,1103,6
SE,Sweden,2020-03-17,0.389,2.455,9.499,-24.387,-31.635,-21.188,1190,7
SE,Sweden,2020-03-18,-3.284,0.639,11.416,-26.113,-36.7,-26.884,1279,10
SE,Sweden,2020-03-19,-1.914,39.543,11.043,-22.223,-34.896,-27.571,1439,11
SE,Sweden,2020-03-20,-5.04,10.717,11.719,-23.765,-37.469,-28.11,1639,16
SE,Sweden,2020-03-21,-4.937,66.354,5.612,-26.262,-27.552,-13.047,1763,20
SE,Sweden,2020-03-22,-8.655,57.016,4.826,-26.49,-32.753,-14.834,1934,21
SE,Sweden,2020-03-23,-8.368,7.893,10.995,-24.72,-38.148,-27.36,2046,25
SE,Sweden,2020-03-24,-7.384,22.228,11.252,-25.23,-37.346,-27.54,2286,36
SE,Sweden,2020-03-25,0.537,24.969,10.899,-18.738,-36.302,-27.56,2526,62
SE,Sweden,2020-03-26,-2.052,48.294,11.046,-18.351,-35.153,-28.394,2840,77
SE,Sweden,2020-03-27,-4.599,42.618,11.145,-18.702,-35.274,-28.596,3069,105
SE,Sweden,2020-03-28,-4.078,52.373,5.815,-23.622,-29.496,-14.558,3447,105
SE,Sweden,2020-03-29,-9.787,42.634,5.437,-23.986,-36.419,-17.773,3700,110
SE,Sweden,2020-03-30,-9.593,7.893,11.212,-22.461,-39.166,-29.043,4028,146
SE,Sweden,2020-03-31,-6.966,27.455,11.044,-21.957,-37.312,-28.697,4435,180
SE,Sweden,2020-04-01,-4.894,27.436,11.147,-22.428,-37.708,-28.717,4947,239
SE,Sweden,2020-04-02,-7.504,-5.901,12.821,-26.636,-42.574,-30.158,5568,308
SE,Sweden,2020-04-03,-6.775,5.663,12.614,-25.1,-40.663,-30.626,6131,358
SE,Sweden,2020-04-04,-5.387,57.463,6.272,-26.481,-31.666,-16.079,6443,373
SE,Sweden,2020-04-05,-9.006,69.48,5.71,-24.878,-37.289,-17.902,6830,401
TR,Turkey,2020-02-23,5.201,21.106,0.022,6.791,3.232,6.668,0,0
TR,Turkey,2020-02-24,3.131,7.411,-1.344,2.721,3.406,8.662,0,0
TR,Turkey,2020-02-25,5.872,12.282,-2.008,3.053,4.493,9.029,0,0
TR,Turkey,2020-02-26,5.632,15.175,-1.99,1.412,2.832,10.354,0,0
TR,Turkey,2020-02-27,4.197,6.873,-1.257,-2.151,3.076,11.426,0,0
TR,Turkey,2020-02-28,2.832,5.81,-0.654,-2.962,-0.246,7.865,0,0
TR,Turkey,2020-02-29,-2.232,-16.244,2.18,-5.694,-9.726,7.36,0,0
TR,Turkey,2020-03-01,10.017,35.042,-0.184,8.818,3.416,6.793,0,0
TR,Turkey,2020-03-02,6.708,17.837,-1.955,6.117,6.605,9.661,0,0
TR,Turkey,2020-03-03,8.556,22.901,-3.001,6.639,5.929,9.792,0,0
TR,Turkey,2020-03-04,7.164,15.67,-2.126,2.295,3.79,10.674,0,0
TR,Turkey,2020-03-05,7.54,9.901,-1.735,2.944,3.797,12.083,0,0
TR,Turkey,2020-03-06,10.421,17.042,-1.607,5.749,4.232,9.485,0,0
TR,Turkey,2020-03-07,12.47,34.12,-2.039,12.927,8.669,10.083,0,0
TR,Turkey,2020-03-08,15.173,68.226,-3.188,18.209,12.218,8.283,0,0
TR,Turkey,2020-03-09,8.009,23.742,-2.626,8.282,7.521,9.922,0,0
TR,Turkey,2020-03-10,6.522,4.268,-2.058,2.036,0.535,9.556,0,0
TR,Turkey,2020-03-11,21.222,15.283,-2.017,3.137,2.748,10.637,1,0
TR,Turkey,2020-03-12,19.49,25.425,-2.291,6.014,5.927,11.809,1,0
TR,Turkey,2020-03-13,13.859,11.199,-0.237,-2.094,1.885,6.442,5,0
TR,Turkey,2020-03-14,10.254,9.54,1.396,-6.648,-3.631,3.739,5,0
TR,Turkey,2020-03-15,4.778,3.215,1.879,-15.344,-15.535,0.56,6,0
TR,Turkey,2020-03-16,13.041,-12.668,4.723,-12.249,-13.98,-11.734,18,0
TR,Turkey,2020-03-17,14.057,-18.638,7.589,-26.129,-22.232,-19.451,47,1
TR,Turkey,2020-03-18,0.724,-29.197,10.849,-36.701,-32.696,-22.702,98,1
TR,Turkey,2020-03-19,-3.026,-28.087,12.801,-40.634,-37.851,-25.128,192,3
TR,Turkey,2020-03-20,-6.234,-27.213,15.75,-45.058,-41.412,-29.623,359,4
TR,Turkey,2020-03-21,-10.241,-31.915,14.786,-51.731,-46.344,-25.75,670,9
TR,Turkey,2020-03-22,-19.805,-32.539,13.006,-63.726,-54.601,-35.06,1236,30
TR,Turkey,2020-03-23,-12.59,-31.928,16.287,-51.266,-48.5,-37.497,1529,37
TR,Turkey,2020-03-24,-21.441,-38.995,18.021,-57.206,-53.888,-42.495,1872,44
TR,Turkey,2020-03-25,-21.534,-37.607,19.178,-58.13,-55.028,-43.199,2433,59
TR,Turkey,2020-03-26,-19.574,-31.561,18.899,-56.599,-54.741,-42.841,3629,75
TR,Turkey,2020-03-27,-21.18,-39.562,21.901,-59.248,-57.42,-44.761,5698,92
TR,Turkey,2020-03-28,-27.406,-56.548,20.416,-66.415,-62.672,-40.091,7402,108
TR,Turkey,2020-03-29,-39.337,-58.392,17.425,-74.52,-71.307,-44.94,9217,131
TR,Turkey,2020-03-30,-24.231,-39.196,20.54,-57.279,-58.041,-46.956,10827,168
TR,Turkey,2020-03-31,-27.144,-45.488,20.732,-60.543,-61.21,-48.788,13531,214
TR,Turkey,2020-04-01,-24.764,-46.565,22.06,-61.38,-62.005,-49.365,15679,277
TR,Turkey,2020-04-02,-26.644,-46.272,22.697,-61.981,-64.11,-49.667,18135,356
TR,Turkey,2020-04-03,-22.107,-46.701,24.958,-62.319,-63.778,-50.474,20921,425
TR,Turkey,2020-04-04,-30.248,-59.895,23.029,-69.521,-69.644,-46.357,23934,501
TR,Turkey,2020-04-05,-39.602,-61.112,18.88,-75.985,-75.61,-47.694,27069,574
US,US,2020-02-23,3.124,22.982,-0.823,6.813,4.992,2.238,0,0
US,US,2020-02-24,0.717,9.233,0.04,1.709,1.285,2.776,0,0
US,US,2020-02-25,1.222,9.106,-0.138,4.031,2.155,1.899,0,0
US,US,2020-02-26,2.464,5.209,-0.63,7.34,3.498,2.198,0,0
US,US,2020-02-27,3.429,12.251,-0.459,7.503,4.013,1.834,0,0
US,US,2020-02-28,3.392,9.685,-1.284,7.996,5.34,2.428,0,0
US,US,2020-02-29,7.349,20.717,-1.858,11.518,7.367,4.403,0,0
US,US,2020-03-01,8.816,17.755,-1.49,12.864,6.691,2.954,0,0
US,US,2020-03-02,6.123,10.253,-0.571,7.283,1.694,2.979,0,0
US,US,2020-03-03,9.87,20.048,-0.914,10.78,2.976,2.024,0,0
US,US,2020-03-04,6.172,17.146,-0.653,8.295,2.316,2.578,0,0
US,US,2020-03-05,7.314,21.099,-0.665,7.989,2.413,2.518,0,0
US,US,2020-03-06,2.71,11.63,-0.558,5.342,1.701,2.007,0,0
US,US,2020-03-07,8.366,29.301,-1.319,9.604,6.718,4.586,0,0
US,US,2020-03-08,7.457,40.308,-1.065,9.783,5.383,1.68,0,0
US,US,2020-03-09,6.474,31.053,0.242,5.875,-0.971,-0.471,0,0
US,US,2020-03-10,7.467,18.24,0.625,6.129,-2.587,-1.549,892,28
US,US,2020-03-11,10.072,26.313,0.185,7.546,-2.158,-1.159,1214,36
US,US,2020-03-12,22.608,19.057,1.093,6.366,-6.292,-2.903,1596,40
US,US,2020-03-13,25.884,4.332,2.836,1.514,-10.247,-6.855,2112,47
US,US,2020-03-14,18.339,2.665,3.105,-6.332,-9.845,-0.989,2658,54
US,US,2020-03-15,11.804,4.734,3.391,-9.351,-13.214,-6.666,3431,63
US,US,2020-03-16,21.23,-1,7.6,-7.559,-22.047,-19.867,4565,85
US,US,2020-03-17,13.762,7.847,10.739,-18.104,-26.256,-26.753,6353,108
US,US,2020-03-18,7.594,6.272,12.635,-23.678,-30.283,-30.611,7715,118
US,US,2020-03-19,6.668,1.505,14.618,-27.935,-35.502,-33.412,13608,200
US,US,2020-03-20,5.161,-2.34,16.226,-31.57,-36.831,-35.535,19025,244
US,US,2020-03-21,-1.731,-2.889,11.522,-39.651,-35.842,-23.993,25435,307
US,US,2020-03-22,-13.413,-11.594,10.516,-43.665,-43.575,-31.217,33765,426
US,US,2020-03-23,-10.195,-22.538,17.284,-37.508,-47.465,-41.188,43586,551
US,US,2020-03-24,-11.921,-9.906,18.785,-39.158,-45.851,-44.553,53659,705
US,US,2020-03-25,-14.705,-7.404,19.285,-40.02,-47.242,-45.844,65701,941
US,US,2020-03-26,-13.802,2.884,19.859,-40.277,-47.915,-46.601,83759,1208
US,US,2020-03-27,-16.054,-7.085,21.004,-42.101,-49.006,-46.307,101580,1578
US,US,2020-03-28,-18.931,-25.226,14.636,-47.734,-49.306,-33.727,121313,2023
US,US,2020-03-29,-22.299,-18.639,12.185,-46.961,-51.399,-37.647,140757,2464
US,US,2020-03-30,-17.564,-14.57,18.984,-40.197,-50.356,-47.603,161679,2975
US,US,2020-03-31,-15.693,-16.072,20.218,-39.983,-49.42,-49.328,188018,3870
US,US,2020-04-01,-10.815,-7.344,19.779,-37.299,-47.939,-49.233,213214,4753
US,US,2020-04-02,-11.209,-8.52,20.952,-39.891,-50.559,-49.853,243441,5922
US,US,2020-04-03,-11.795,-20.61,22.228,-41.889,-51.329,-49.575,275426,7083
US,US,2020-04-04,-14.975,-23.779,15.164,-48.466,-50.208,-36.657,308693,8403
US,US,2020-04-05,-20.249,-20.271,12.55,-48.911,-53.68,-40.031,336912,9615
ZA,South Africa,2020-02-23,-6.354,-20.793,2.833,-9.238,-12.183,-0.602,0,0
ZA,South Africa,2020-02-24,-13.296,-10.143,0.614,-11.163,-2.237,4.742,0,0
ZA,South Africa,2020-02-25,-1.495,-4.721,-0.822,-0.62,2.19,5.427,0,0
ZA,South Africa,2020-02-26,-0.721,-4.496,-0.987,0.503,4.304,5.112,0,0
ZA,South Africa,2020-02-27,4.557,-5.905,-0.63,5.811,6.421,4.617,0,0
ZA,South Africa,2020-02-28,10.896,-6.435,-2.385,12.196,16.822,4.21,0,0
ZA,South Africa,2020-02-29,14.082,-8.395,-2.286,19.699,8.101,5.161,0,0
ZA,South Africa,2020-03-01,21.255,-3.225,-1.196,18.326,8.591,7.224,0,0
ZA,South Africa,2020-03-02,5.199,-6.986,0.553,4.012,10.434,6.976,0,0
ZA,South Africa,2020-03-03,4.935,-1.32,-0.526,2.272,10.965,8.741,0,0
ZA,South Africa,2020-03-04,4.903,-1.223,-0.068,2.575,8.921,8.132,0,0
ZA,South Africa,2020-03-05,6.566,-0.968,0.023,4.204,9.153,7.95,1,0
ZA,South Africa,2020-03-06,7.86,1.106,-1.465,6.559,12.529,7.682,1,0
ZA,South Africa,2020-03-07,5.602,-3.37,-0.27,7.875,2.081,6.466,1,0
ZA,South Africa,2020-03-08,2.817,-11.955,1.836,-0.912,-5.363,3.426,3,0
ZA,South Africa,2020-03-09,-7.396,-11.189,0.833,-8.275,1.233,6.247,3,0
ZA,South Africa,2020-03-10,-8.053,-8.661,-0.916,-9.082,0.448,5.258,7,0
ZA,South Africa,2020-03-11,-7.615,-6.839,-1.863,-8.499,-2.328,3.541,13,0
ZA,South Africa,2020-03-12,-5.498,-5.99,-2.227,-5.736,-4.311,2.834,17,0
ZA,South Africa,2020-03-13,1.898,-5.269,-3.647,1.14,-0.695,2.715,24,0
ZA,South Africa,2020-03-14,1.027,-10.108,-0.595,1.848,-8.406,3.719,38,0
ZA,South Africa,2020-03-15,-0.08,-17.847,2.176,-5.985,-13.839,1.691,51,0
ZA,South Africa,2020-03-16,1.43,-18.317,3.482,-9.579,-10.892,1.527,62,0
ZA,South Africa,2020-03-17,-4.112,-15.725,4.798,-14.537,-13.511,-2.549,62,0
ZA,South Africa,2020-03-18,-4.344,-12.074,7.151,-14.368,-15.906,-8.412,116,0
ZA,South Africa,2020-03-19,-4.679,-10.18,9.145,-15.672,-19.757,-13.648,150,0
ZA,South Africa,2020-03-20,0.623,-13.962,8.835,-14.02,-19.043,-15.343,202,0
ZA,South Africa,2020-03-21,-6.442,-21.286,8.486,-23.669,-26.097,-17.755,240,0
ZA,South Africa,2020-03-22,-10.389,-23.498,8.546,-30.872,-36.434,-10.927,274,0
ZA,South Africa,2020-03-23,-4.331,-15.267,11.185,-20.211,-33.249,-21.439,402,0
ZA,South Africa,2020-03-24,18.061,-15.69,9.279,-7.457,-27.59,-21.717,554,0
ZA,South Africa,2020-03-25,33.645,-13.177,7.452,8.953,-19.307,-24.291,709,0
ZA,South Africa,2020-03-26,59.474,-9.349,6.141,15.519,-25.557,-31.774,927,0
ZA,South Africa,2020-03-27,-60.858,-47.02,40.343,-80.242,-80.511,-75.17,1170,1
ZA,South Africa,2020-03-28,-59.76,-58.559,27.951,-79.78,-78.802,-57.958,1187,1
ZA,South Africa,2020-03-29,-60.044,-55.157,23.929,-79.274,-80.302,-48.652,1280,2
ZA,South Africa,2020-03-30,-51.034,-41.579,36.461,-72.729,-79.423,-74.169,1326,3
ZA,South Africa,2020-03-31,-46.762,-40.16,34.848,-71.508,-77.899,-73.818,1353,5
ZA,South Africa,2020-04-01,-42.446,-37.6,34.916,-69.728,-77.371,-72.935,1380,5
ZA,South Africa,2020-04-02,-40.523,-38.226,36.55,-69.577,-77.874,-73.331,1462,5
ZA,South Africa,2020-04-03,-42.107,-43.271,38.379,-71.513,-77.944,-72.745,1505,9
ZA,South Africa,2020-04-04,-51.515,-57.252,26.499,-76.589,-77.026,-55.095,1585,9
ZA,South Africa,2020-04-05,-51.42,-53.273,22.351,-75.913,-78.001,-44.329,1655,11
